date,client,industry,location,position,skillset,interview_type,gender,cand_cur_loc,cand_job_loc,interview_loc,start_perm,unsch_mtgs,precall,alt_num,res_jd,venue_clear,letter_shared,mar_status,weekdays,exp_noshow,obs_noshow,d_loc2job,d_loc2int
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,3,0,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,3,0,0,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,0,1,3,1,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,0,1,1,1,0,1,1,0,3,1,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,0,1,1,0,1,1,1,0,3,1,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,0,1,0,1,0,3,1,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,0,1,1,1,1,0,1,0,3,1,1,0,0
2015-06-25,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,1,Chennai,Chennai,Chennai,0,1,1,1,1,0,0,1,3,1,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,0,0,0,0,0,1,1,0,2,1,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,0,1,0,0,0,0,0,0,2,1,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,0,1,1,1,0,0,0,0,2,1,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,0,1,1,1,0,0,0,0,2,1,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,1,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,0,0,0
2016-05-25,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,0,Chennai,Chennai,Chennai,1,1,1,1,1,1,1,1,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled Walkin,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,1,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,0,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,1,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
2016-05-25,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,1,Bangalore,Bangalore,Bangalore,1,1,1,1,1,1,1,0,2,0,0,0,0
